id,Delay
395548,1
255916,0
380599,1
312124,0
211719,0
365021,0
400507,1
160805,1
16630,1
236033,0
227743,1
321010,1
135494,0
198331,0
302684,0
535740,1
401504,1
449702,0
260970,0
194460,1
367402,0
537644,0
502789,1
166282,0
338937,0
94883,1
478976,1
11780,0
109506,1
474139,0
266468,0
34258,0
127905,0
160696,0
364240,0
309610,0
336977,1
516785,1
11559,1
293289,0
188147,1
319765,1
365401,0
332849,1
372370,1
368090,0
288389,0
7668,1
155200,0
124,0
355221,0
499867,1
262538,0
366684,0
69310,1
231975,0
505918,1
289988,0
521155,0
369087,0
500873,1
124889,1
379235,1
185802,0
77019,1
210479,0
491392,0
36500,0
296477,0
189496,1
323409,0
309326,0
262778,1
131764,1
271451,1
443236,0
459471,0
157828,0
182894,1
422732,1
191630,0
502837,1
372612,0
357958,1
281122,0
487100,0
691,1
379834,1
203963,0
169521,0
229084,0
396400,1
510601,1
6722,1
402372,0
24650,0
368808,1
524424,0
373619,0
48956,0
337362,1
369157,0
87020,0
14114,1
75307,0
55263,1
473736,1
330851,1
143151,0
14167,0
84513,1
514078,0
360516,1
534869,1
295446,0
257340,0
220450,1
259304,0
338529,1
49740,0
539022,0
495413,1
211956,1
37058,1
394120,0
535133,0
263406,1
488556,0
450014,1
399947,1
260739,0
498991,1
271872,0
375001,0
227317,1
176970,0
121121,0
357893,0
370772,0
252230,0
1707,1
127928,1
308419,0
209982,1
291385,0
9162,1
281386,0
135276,0
258904,0
166240,1
36513,0
59419,1
118840,1
164519,0
379347,1
413226,1
166074,0
191911,1
28789,0
101618,1
186473,1
1177,0
68106,1
382514,0
41581,1
240537,0
534840,0
287705,0
197809,0
250267,1
387726,0
482051,0
337599,0
141351,0
150268,1
312487,0
263011,0
300430,0
169380,0
330999,0
149296,0
491754,1
71519,0
269460,0
224298,1
174855,0
61283,1
1016,0
277967,0
497548,1
453616,0
505383,0
415070,0
176811,1
508024,0
31481,0
359407,1
509158,1
353759,0
50336,1
484807,1
234115,0
70945,0
131743,1
61029,1
167584,0
298603,0
378673,1
383772,0
250227,0
244459,0
120882,0
196644,0
431173,1
367083,0
281908,0
313474,0
42804,1
210209,0
41146,0
20921,1
3208,0
214493,0
245560,0
400314,1
482583,0
203156,1
536126,0
407901,0
195368,1
90099,0
173850,0
316671,0
270944,0
469859,0
306791,1
21587,1
258797,0
411857,0
27332,1
159598,0
501549,0
92348,1
374256,1
493269,1
1569,0
208389,0
450717,1
346329,1
74343,0
433015,1
252997,0
365986,1
214431,0
52341,1
488758,0
415241,1
50435,0
275692,1
85038,0
394612,1
88719,0
93933,0
437221,0
211001,0
161383,0
490024,1
259686,1
316145,0
323585,0
391582,0
463673,0
254522,1
458651,0
418140,0
456340,0
445591,0
384217,0
122364,1
28914,0
490332,1
226861,0
496573,0
367808,0
455875,0
29944,0
377676,0
108799,1
494733,1
285921,0
178518,1
527910,1
92791,0
376526,1
364999,0
406069,0
107640,0
38632,0
372112,0
135096,0
268740,1
75715,1
338380,0
414154,0
537958,1
372064,0
301414,0
446280,0
309404,1
125035,0
12704,0
487384,0
337429,0
36561,0
347167,1
286734,0
197610,1
63512,1
237018,1
170853,0
253997,0
510644,1
99859,0
247125,0
534714,1
12877,1
219950,1
94602,0
533025,1
505091,0
529297,1
157612,1
302573,1
329945,1
70400,0
511219,1
64749,1
164492,0
334778,1
521161,0
336799,0
10439,0
212113,0
137795,1
416826,0
426470,1
290111,0
188008,0
167440,1
145372,1
162258,0
373744,0
143086,0
185897,1
370924,1
167026,0
366456,0
458425,0
180496,1
187655,1
225233,0
335339,0
442498,0
177935,0
301638,0
385040,0
96127,0
507428,1
90800,0
271305,1
400466,0
209355,0
328974,0
436357,0
99101,1
492465,0
530502,0
237823,1
249023,0
397563,1
484252,1
201147,1
15604,0
397459,1
200377,1
491383,0
484137,0
336901,1
507660,1
206237,0
196836,1
289934,1
71247,0
153517,0
240025,0
304034,1
127680,1
241508,0
7830,0
97958,0
143455,0
445642,0
181043,1
340425,1
500010,0
223444,1
375423,1
109127,0
302835,0
198212,1
354223,0
10114,1
42243,1
89196,0
323918,0
317915,0
322789,1
519513,1
114331,0
288359,1
345615,0
240577,1
331238,0
308771,0
336544,1
61609,1
382607,0
414958,0
418132,0
373773,0
508955,0
175505,1
193115,0
91946,1
423484,0
400644,1
100509,0
514483,1
379381,0
112652,1
511779,0
197957,1
97831,0
218994,1
40300,0
146173,1
155655,0
72480,0
92710,0
289732,0
389137,0
194367,1
423246,1
257525,1
520438,0
385907,0
378951,0
440447,0
283920,1
109438,1
171078,1
393283,0
360427,0
68301,1
6018,1
221825,0
166414,1
513231,1
468037,0
188679,0
350666,0
64211,0
359458,0
291533,0
284329,1
450541,0
437317,1
51187,0
120921,1
506615,1
282083,1
314343,1
26619,0
529132,1
410833,1
386279,0
143234,1
267726,1
466811,1
374723,0
531877,0
281146,0
353995,1
104882,0
355800,1
313616,0
69425,0
174662,0
167789,1
512056,1
130238,0
279289,0
401863,1
33168,1
341193,0
277179,1
184156,0
184797,1
396031,1
212547,0
351316,0
452610,0
76018,0
368789,0
462641,0
484973,1
377048,0
451976,0
507808,0
243226,0
230702,1
128108,1
319002,0
336623,0
120996,0
108131,0
328572,0
417074,0
435934,0
371073,0
327977,1
498612,0
519174,0
399423,1
319266,0
17194,1
241477,1
129608,1
47038,1
501496,0
52923,0
228940,0
404314,1
488173,0
212999,1
131654,0
503439,1
207317,0
448308,1
61031,0
355063,1
490283,0
456349,0
82552,1
462123,1
384850,0
234432,0
252066,1
489421,0
6028,0
358704,0
465554,1
59188,0
191479,0
71790,0
357399,0
42969,0
55969,0
331548,0
12076,1
220235,1
298435,0
212474,0
206201,0
152375,1
113511,0
108653,0
10413,0
324819,1
308863,1
305502,0
355444,0
73593,0
39695,0
79863,1
368616,0
236879,1
133653,1
205742,0
114278,1
458954,0
98272,1
65789,0
350278,1
96126,0
365277,1
237341,0
209726,0
371925,1
444382,0
237908,1
273923,1
337333,0
9665,0
324175,1
244347,0
430574,1
30318,0
423156,1
254624,1
395260,1
191003,0
473865,0
263384,1
383294,1
94094,1
189808,0
432668,0
448942,1
153743,1
508617,0
106783,0
16721,1
258668,0
47755,0
516621,1
221570,0
535456,0
504655,1
454113,0
530367,0
505551,0
191365,0
266278,1
161304,0
391102,0
290663,0
108097,0
439444,1
121540,0
399131,1
226730,0
330644,0
499099,1
81546,1
324679,1
59086,0
73135,0
389816,0
333234,0
300145,0
177530,0
227039,0
438391,0
521245,1
401441,0
138793,1
371902,1
395299,1
437359,0
275707,0
412593,1
223550,1
489623,0
456321,0
192228,0
501732,1
530876,0
274826,1
287455,1
493702,0
504135,0
7591,1
247564,0
219269,0
172203,0
242781,0
108819,1
385390,0
327083,1
186559,1
409586,0
535540,0
220626,1
351647,0
319061,1
376954,0
306502,0
308435,1
439443,0
326089,0
434164,0
128713,0
302649,0
431785,1
294172,0
159026,0
10568,0
268367,1
423691,1
308611,0
446918,0
447688,0
434010,0
334821,0
279296,1
247225,0
499132,1
208248,0
204433,1
45810,1
435148,0
32309,1
264771,1
504676,0
423666,0
226383,1
427445,0
418341,0
418960,0
236964,1
185339,1
394851,0
51555,0
28360,0
463451,0
489162,0
328874,0
69307,0
467823,0
236854,1
530160,0
97119,1
112003,1
321076,1
105675,0
129212,0
429774,0
12058,0
131191,1
534442,1
11008,0
138704,0
293,0
233157,1
228561,1
32649,1
146629,0
110014,1
207176,0
505852,0
60464,1
438579,1
370486,0
270300,0
240741,0
318681,1
411415,0
227790,1
208859,0
37184,0
239861,1
268341,0
400923,0
382641,0
111818,1
300882,1
437719,0
356250,0
382776,1
276048,0
10028,0
85971,0
356503,0
170671,0
308296,1
33395,0
136430,1
269880,0
134208,1
421673,0
162053,1
43110,1
305718,1
3891,0
466208,0
170273,0
476286,0
80149,1
114537,1
358160,0
322755,0
527804,0
261431,0
511725,1
343390,1
144252,0
343685,1
50593,1
238080,1
369175,0
109169,1
108584,0
443714,1
58147,0
120060,0
54867,1
402788,0
311239,1
58645,0
178526,0
200720,0
494206,1
405221,0
415518,0
287101,1
481421,1
448958,0
279365,1
115908,0
234444,1
214009,1
292390,1
331612,0
278371,1
368748,0
112878,0
466664,1
382617,0
126478,0
502289,1
310685,0
85804,1
525498,0
424061,0
186504,1
163847,1
138698,0
194327,0
527738,0
408543,1
298724,0
491869,1
388254,0
169824,1
429825,0
512827,1
140510,0
525805,0
128867,1
254582,0
508010,0
317661,1
146034,0
446369,0
526457,0
213546,0
415043,0
239237,0
482164,0
110197,1
506161,0
525383,0
109139,1
506189,1
4249,0
195490,0
321521,0
154211,1
498328,0
536503,0
506761,0
468561,0
112054,0
254901,0
344524,0
403104,0
5612,0
138547,0
129920,1
294180,1
352404,0
360130,1
532874,1
111669,1
60176,1
206984,0
324040,0
258791,1
376889,0
243938,1
222968,1
442925,0
289637,0
306593,1
314758,0
461526,0
508614,0
360289,1
483346,0
26902,1
86807,0
187529,1
42812,1
400911,1
402066,1
6325,0
305685,0
242789,0
503200,1
42963,1
164403,1
238433,1
153472,0
400824,1
339345,0
285409,0
197334,0
217083,0
228579,0
32680,1
115052,1
344480,1
296515,1
184848,1
243805,0
150886,1
338617,0
499523,1
289194,1
448321,1
439824,0
49142,0
471572,0
469297,0
316513,0
69926,0
390828,0
83837,0
132685,0
514759,0
106155,0
254316,0
282825,1
319385,1
16388,0
3160,1
174472,0
227372,0
491401,0
135247,1
529442,0
330656,0
254831,0
446367,0
192707,0
53633,1
10304,0
507686,0
336983,0
470777,0
469267,0
45099,0
151502,0
151791,1
372397,1
306726,1
164215,0
536127,1
243849,0
157404,1
266678,1
122938,0
273898,0
323603,1
476760,0
212366,1
375530,0
330318,0
189990,0
524883,0
360063,0
29914,0
104362,0
174677,0
359342,0
321425,1
465864,1
422716,1
379790,1
49394,0
191913,0
328263,0
415893,0
353938,1
170716,0
146851,0
84917,0
482048,1
135490,0
407220,1
165602,0
413247,1
3249,1
30381,1
308397,0
275263,0
462840,1
206487,0
500384,1
89050,0
209791,0
420461,0
196010,0
211958,1
209295,0
335763,1
107783,1
441018,1
518785,0
434430,1
276541,0
161251,0
489055,0
113173,0
19659,1
44215,0
49743,1
424660,0
275777,0
465990,0
295779,0
83854,0
63210,1
86063,0
416884,0
111410,0
339589,1
234897,1
454332,1
433951,1
342975,1
305410,1
538418,0
34131,0
301452,1
139767,0
351473,0
52107,0
248039,0
164951,0
294568,1
227013,0
178668,1
46186,0
101890,0
50055,1
523336,1
154210,1
345563,1
408140,0
74496,0
225223,0
517296,0
165297,1
276471,0
327819,1
206572,0
325677,0
274261,1
121781,1
67630,0
289059,0
410616,0
439106,1
39353,1
224772,1
329924,0
167530,0
477185,1
417818,0
27577,0
40210,0
417867,0
412081,0
267209,1
346462,1
77609,0
117418,1
470864,0
296121,0
480781,0
423183,0
264153,1
288329,0
39955,0
465230,0
452109,0
408178,0
64596,0
187126,1
338788,1
471933,0
231608,0
415918,1
400216,1
409111,1
31917,1
351296,0
192365,0
178823,0
47076,0
373851,0
45159,1
120979,0
413135,0
135524,0
125296,0
420988,0
10079,0
227021,0
270347,1
248118,1
452974,0
451701,1
343371,0
19802,0
390438,1
269616,1
263710,0
98935,1
43154,1
358853,1
219227,1
424662,1
430176,1
364548,1
154788,1
396526,1
421926,0
364110,0
209768,0
6382,0
187359,1
295473,0
411573,0
3112,0
489008,0
187991,1
343345,0
416819,0
221302,1
204927,1
275453,0
69357,0
496301,1
249130,0
367101,0
385470,0
243099,0
26096,0
471820,1
531199,0
495328,0
135943,0
159221,0
467854,1
118053,1
531861,0
325148,1
431607,1
96634,0
447502,1
235076,1
253447,0
510548,1
352922,0
491853,0
132301,0
338427,0
2919,0
196309,1
21949,1
238186,1
474613,0
326930,0
452996,0
141047,1
172167,0
300161,0
79944,1
42168,1
158600,0
149852,1
207919,1
69986,1
322033,1
445814,1
387499,0
468806,0
326384,0
480059,0
42849,1
457394,0
272090,1
396993,0
79323,0
132577,0
520549,1
466362,1
171453,0
163634,0
464831,1
433107,0
286655,0
168752,0
297818,1
450356,0
148584,1
307692,1
232416,0
273595,0
288713,0
111958,0
325721,0
355524,0
220527,1
109336,0
273318,1
165979,0
53014,0
429090,1
67250,0
338202,1
426520,1
349375,0
78494,0
237157,1
428169,0
50759,0
249588,0
170708,0
442999,0
275526,1
238187,1
37835,0
442461,0
74634,0
58663,0
156625,0
14575,1
47325,1
70718,1
527468,0
211358,0
423036,1
322809,0
79293,1
472381,0
43204,1
200144,0
128854,0
432312,0
298960,0
440861,0
276559,1
231063,1
494480,1
473506,0
294047,1
110274,1
249905,0
145210,0
534336,1
314305,0
134406,1
82257,0
147961,1
538007,0
309235,0
206616,0
443013,0
512672,1
367804,0
91407,0
509929,0
158098,0
148984,0
403432,0
465388,1
267253,0
136906,0
269896,0
107561,0
182358,0
218811,1
56481,1
366014,0
476886,1
255045,0
279029,0
15180,1
82965,1
26415,1
468400,0
241424,0
232760,0
161672,0
166143,0
275348,1
376953,1
227217,1
508859,0
261202,0
270176,1
168525,0
137988,1
42214,1
424442,0
280929,0
322331,1
235904,0
392916,0
132416,0
159368,0
459288,0
457930,1
201761,1
485503,1
25551,0
228049,0
517287,0
477377,0
125268,0
87838,0
106573,1
394705,0
380543,0
83908,1
274443,0
10190,1
54110,0
190327,1
412620,0
32874,1
401615,1
383725,0
44916,0
427988,1
411851,0
505166,1
303712,0
365879,0
334840,0
245094,1
413393,0
74410,1
175200,0
126027,0
458281,0
5974,1
426151,1
440372,0
519810,1
280163,0
258149,1
97190,0
525897,0
7597,0
270916,0
409406,1
276994,0
292178,1
86764,0
205118,0
238930,0
302064,0
118650,0
57408,0
520287,0
536680,1
226660,1
465979,1
193984,1
493986,0
425986,1
216761,1
350337,0
274730,1
394013,1
230953,0
119066,1
202763,0
187135,0
288514,0
193120,0
84762,0
230803,0
385256,1
314374,1
295674,0
313749,0
31373,0
177314,0
530480,1
468994,0
155817,0
440013,1
5078,0
112516,0
75258,0
413914,0
435465,0
500860,1
449241,0
59596,0
256073,1
442595,1
421621,0
